YEAR,FIRE NAME,UNIT,AGENCY,CAUSE,OBJECTIVE,REPORT ACRES,GIS ACRES,COMMENTS
1985,SAN BRUNO MT. #12,San Mateo - Santa Cruz CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),0,129,
1985,MILL,Sequoia National Forest,USDA Forest Service,Playing with fire,Suppression (Wildfire),110,126,
1985,RIVER,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,123,
1985,GAS POINT ROAD,Shasta - Trinity CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,121,
1985,,Toiyab National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,117,
1985,SOUTH HILLS FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,117,
1985,,Yosemite National Park,National Park Service,Lightning,Resource Benefit (WFU),113,113,
1985,GAS POINT ROAD,Shasta - Trinity CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,107,
1985,NEW DRUB,Yosemite National Park,National Park Service,Lightning,Resource Benefit (WFU),105,105,
1985,SIERRA,Sequoia National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),50,101,
1984,BODFISH,Sequoia National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,"26,709",
1984,,Toiyab National Forest,USDA Forest Service,Arson,Suppression (Wildfire),0,"16,668",
1984,GRIMES FIRE,Ventura County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"11,305",
1984,,Toiyab National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,"9,461",
1984,SITE 300 #3,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"7,605",
1984,FLAT TOP,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,"7,218",
1984,AGUANGA,Riverside CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),"6,430","7,138",
1984,KERN COUNTY #27,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"7,122",
1984,BIDWELL,Butte CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"6,192",
1984,SQUAW FLAT,Ventura County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"6,088",
1984,RAIL,Modoc National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),"4,000","3,962",
1984,LOST HORSE,Joshua Tree NP,National Park Service,Lightning,Suppression (Wildfire),"4,120","3,539",
1984,SHANNON FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"3,498",
1984,BOWLES,San Diego CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,"3,106",
1984,COW,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"3,087",
1984,PROCTOR,San Diego CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,"3,032",
1984,BAR-O ESCAPE,Tulare County,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,"2,929",
1984,LOWERY,Tehama - Glenn CDF,California Department of Forestry and Fire Protection,Campfire,Suppression (Wildfire),0,"2,859",
1984,BEAR CREEK,Tulare County,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"2,788",
1984,U.S.F.S. #14,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"2,503",
1984,LYTLE,San Bernardino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),"2,100","2,431",
1984,STODDARD#2,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"2,302",
1984,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,977",
1984,MINUTEMAN,Vandenberg Air Force Base,Department of Defense,Vehicle,Suppression (Wildfire),"2,000","1,887",
1984,EAGLE,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),"1,685","1,791",
1984,RANCHO ARROYO/JE,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,680",
1984,USFS #13,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,619",
1984,FK 1817,Bakersfield District - BLM,Bureau of Land Management,Arson,Suppression (Wildfire),"1,590","1,545",
1984,BLUE RIDGE,Tulare County,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,545",
1984,LOMA RIDGE,Orange County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,435",
1984,RANCHO ARROYO,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,370",
1984,MORRETTI,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,318",
1984,COTTONWOOD,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,268",
1984,ROCHA VMP ESCAPE #2,San Mateo - Santa Cruz CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,"1,240",
1984,SECOND,Plumas National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),"1,100","1,130",
1984,BADGER,Lassen National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),"1,971","1,113",
1984,PACHECO #2,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,103",
1984,OIL FIELDS,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,"1,019",
1984,MODJESKA,Orange County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,018",
1984,BONNHEIM,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,012",
1984,CAT,Santa Barbara County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,012",
1984,,Mendocino National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),30,999,
1984,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,945,
1984,SOBOBA #7,Riverside CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,944,
1984,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),766,937,
1984,,Sequoia National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),750,901,
1984,CURTIS,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,877,
1984,LONE OAK RD.#2,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,864,
1984,RELIZ CANYON,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),0,826,
1984,580/VIEIRA,Santa Clara CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,808,
1984,,Toiyab National Forest,USDA Forest Service,Arson,Suppression (Wildfire),0,805,
1984,GREEN GULCH,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,788,
1984,,Yosemite National Park,National Park Service,Lightning,Resource Benefit (WFU),738,738,
1984,SHEPARD,Sequoia - Kings Canyon NP,National Park Service,Powerline,Suppression (Wildfire),"1,200",724,
1984,,Lassen National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),145,714,
1984,HURRICANE,Los Padres National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),700,657,
1984,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,614,
1984,CREST FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,606,
1984,,Los Padres National Forest,USDA Forest Service,Arson,Suppression (Wildfire),670,580,
1984,HUNTERLIGGETTASST#7,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,572,
1984,BADGER PNF,Lassen Volcanic NP,National Park Service,Lightning,Resource Benefit (WFU),567,568,
1984,,Los Padres National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),335,554,
1984,BLM #1,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,549,
1984,EAGLE LAKE FIRE,Lassen - Modoc CDF,California Department of Forestry and Fire Protection,Campfire,Suppression (Wildfire),0,546,
1984,HURRICANE,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),700,533,
1984,WELLS,Tulare County,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,513,
1984,LUMBER FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,499,
1984,BADGER WF,Lassen Volcanic NP,National Park Service,Lightning,Suppression (Wildfire),498,499,PNF spot fire became WF
1984,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,490,
1984,,Sequoia National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),448,482,
1984,NICE,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,478,
1984,SHERMAN #1,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,473,
1984,CANTUA CREEK,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,468,
1984,COAL CYN.,Orange County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,450,
1984,CORRAL HOLLOW,Santa Clara CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,431,
1984,SWIFT LE-7,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,426,
1984,BASIN,Sierra National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),450,424,
1984,WHITES HILL,Marin County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,411,
1984,VIEWRIDGE FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,401,
1984,,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,393,
1984,QUARRY FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,392,
1984,VISTA FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,374,
1984,ASSIST #6,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,361,
1984,WHITE WATER,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,351,
1984,BECKWITH (TAHOE NF),Lassen - Modoc CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,344,
1984,MARY FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,328,
1984,,Sequoia National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),300,317,
1984,,Toiyab National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,316,
1984,RATTLESNAKE,Riverside CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,311,
1984,BLM D-354,Lassen - Modoc CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,310,
1984,,Shasta-Trinity National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),500,309,
1984,ALISOS,Santa Barbara County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,296,
1984,LOS FLORES,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,288,
1984,BOLAM,Siskiyou CDF,California Department of Forestry and Fire Protection,Debris,Suppression (Wildfire),0,284,
1984,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,283,
1984,,Toiyab National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,277,
1984,GATOR,Vandenberg Air Force Base,Department of Defense,Unknown / Unidentified,Suppression (Wildfire),500,275,
1984,KEYS,Joshua Tree NP,National Park Service,Lightning,Suppression (Wildfire),310,271,
1984,,Sequoia National Forest,USDA Forest Service,Debris,Suppression (Wildfire),232,269,
1984,MARIPOSA,San Bernardino CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),0,238,
1984,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,228,
1984,TROJAN POINT,Marin County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,226,
1984,DEHESA,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,224,
1984,NUNES,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,222,
1984,WESTLAKE FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,220,
1984,BARTON,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Playing with fire,Suppression (Wildfire),0,213,
1984,ROCKY VILLAGE,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,213,
1984,PIEITA,Mendocino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,206,
1984,,Inyo National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,200,
1984,PARLOR,Sequoia - Kings Canyon NP,National Park Service,Lightning,Resource Benefit (WFU),110,200,
1984,WARREN,Riverside CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,191,
1984,TEXAS CANYON FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,191,
1984,,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,187,
1984,,Yosemite National Park,National Park Service,Lightning,Resource Benefit (WFU),184,184,
1984,LIME,Klamath National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),120,170,
1984,HILL,Modoc National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),120,155,
1984,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,154,
1984,,Sequoia National Forest,USDA Forest Service,Arson,Suppression (Wildfire),90,152,
1984,,Toiyab National Forest,USDA Forest Service,Arson,Suppression (Wildfire),0,152,
1984,REFINERY FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,142,
1984,SAN BRUNO #9,San Mateo - Santa Cruz CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),0,137,
1984,BARRETT,Cleveland National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),60,134,
1984,,Yosemite National Park,National Park Service,Lightning,Resource Benefit (WFU),133,133,
1984,MUSSEY,San Diego CDF,California Department of Forestry and Fire Protection,Campfire,Suppression (Wildfire),0,131,
1984,MARGARITA,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),100,130,
1984,POTWISHA,Sequoia - Kings Canyon NP,National Park Service,Arson,Suppression (Wildfire),120,126,
1984,GUN FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,124,
1984,,San Bernardino National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),195,124,
1984,CRIPPLE,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,123,
1984,ASSIST #54,San Diego CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,122,
